,Transit_Time,NormalValue,Transit_Time_Score
"23-44 94 STREET,11369,NYC",2317.0,66.26380185019397,3.975828111011638
"23-46 129 STREET,11356,NYC",3044.0,55.416293643688455,3.324977618621307
"23-46 33 AVENUE,11106,NYC",1913.0,72.29185317815578,4.337511190689346
"23-47 31 ROAD,11106,NYC",2065.0,70.02387347060579,4.2014324082363474
"23-50 93 STREET,11369,NYC",2363.0,65.57743957027753,3.9346463742166518
"23-51 143 STREET,11357,NYC",2750.0,59.80304386750224,3.588182632050134
"23-52 31 AVENUE,11106,NYC",1471.0,78.88689943300507,4.733213965980304
"23-55 WHITESTONE EP SR EAST,11357,NYC",2861.0,58.146821844225606,3.488809310653536
"23-57 99 STREET,11369,NYC",2603.0,61.99641897940913,3.7197851387645477
"23-60 23 STREET,11105,NYC",2384.0,65.26410026857656,3.9158460161145934
"23-60 36 STREET,11105,NYC",1620.0,76.66368248284094,4.599820948970456
"23-60 98 STREET,11369,NYC",2546.0,62.846911369740376,3.7708146821844224
"23-67 37 STREET,11105,NYC",1603.0,76.91733810802745,4.615040286481647
"23-72 CRESCENT STREET,11105,NYC",1702.0,75.44016711429424,4.526410026857654
"23-77 31 STREET,11105,NYC",1345.0,80.76693524321098,4.846016114592659
"23-77 BELL BOULEVARD,11360,NYC",3171.0,53.521336914353924,3.2112802148612354
"23-80 32 STREET,11105,NYC",1383.0,80.19994031632348,4.811996418979408
"23-81 21 STREET,11105,NYC",2278.0,66.84571769621009,4.010743061772605
"23-98 MOTT AVENUE,11691,NYC",5418.0,19.994031632348552,1.1996418979409131
"230 20 STREET,11232,NYC",2482.0,63.80185019397195,3.828111011638317
"230 3 AVENUE,10003,NYC",1292.0,81.55774395702775,4.893464637421665
"230 ASHLAND PLACE,11217,NYC",1393.0,80.0507311250373,4.803043867502238
"230 BEACH 118 STREET,11694,NYC",5306.0,21.665174574753806,1.2999104744852283
"230 CENTRAL PARK SOUTH,10019,NYC",1360.0,80.54312145628171,4.832587287376902
"230 CENTRAL PARK WEST,10024,NYC",1716.0,75.23127424649358,4.513876454789615
"230 DANIEL LOW TERRACE,10301,NYC",4838.0,28.648164726947172,1.7188898836168303
"230 EAST 124 STREET,10035,NYC",1924.0,72.12772306774097,4.327663384064458
"230 EAST 173 STREET,10457,NYC",3171.0,53.521336914353924,3.2112802148612354
"230 EAST 43 STREET,11203,NYC",3779.0,44.44941808415398,2.666965085049239
"230 EAST 5 STREET,11218,NYC",2537.0,62.98119964189794,3.7788719785138762
"230 EAST 50 STREET,10022,NYC",930.0,86.95911668158759,5.217547000895255
"230 EAST 73 STREET,10021,NYC",1593.0,77.06654729931364,4.623992837958818
"230 EAST 79 STREET,10075,NYC",1568.0,77.4395702775291,4.646374216651746
"230 FINLAY STREET,10307,NYC",6076.0,10.176066845717699,0.6105640107430619
"230 FREEBORN STREET,10306,NYC",4837.0,28.6630856460758,1.719785138764548
"230 GREENE AVENUE,11238,NYC",1226.0,82.54252461951657,4.952551477170994
"230 HARBOR ROAD,10303,NYC",4719.0,30.42375410325276,1.8254252461951657
"230 LAMBERTS LANE,10314,NYC",4616.0,31.96060877350044,1.9176365264100264
"230 LINDENWOOD ROAD,10308,NYC",5110.0,24.589674723963,1.47538048343778
"230 LORRAINE LOOP,10309,NYC",5393.0,20.36705461056401,1.2220232766338406
"230 MANHATTAN AVENUE,11206,NYC",1255.0,82.10981796478663,4.926589077887198
"230 PARK PLACE,11238,NYC",2441.0,64.4136078782453,3.864816472694718
"230 QUINCY AVENUE,10465,NYC",5170.0,23.694419576245892,1.4216651745747535
"230 RIVERSIDE DRIVE,10025,NYC",1974.0,71.38167711131005,4.282900626678603
"230 SEAVIEW AVENUE,10305,NYC",4870.0,28.17069531483139,1.6902417188898835
"230 SPENCER STREET,11205,NYC",1254.0,82.12473888391526,4.927484333034915
"230 WASHINGTON AVENUE,11205,NYC",1420.0,79.6478663085646,4.778871978513876
"230 WEST 56 STREET,10019,NYC",1157.0,83.57206803939123,5.014324082363474
"230 WEST 78 STREET,10024,NYC",1701.0,75.45508803342287,4.527305282005372
"230 WEST END AVENUE,10023,NYC",1699.0,75.4849298716801,4.529095792300805
"230 WOODROW ROAD,10312,NYC",4890.0,27.872276932259027,1.6723366159355415
"230 YETMAN AVENUE,10307,NYC",5984.0,11.548791405550588,0.6929274843330353
"230-03 130 AVENUE,11413,NYC",4985.0,26.454789615040283,1.587287376902417
"230-03 144 AVENUE,11413,NYC",3424.0,49.74634437481349,2.9847806624888094
"230-05 141 AVENUE,11413,NYC",3208.0,52.96926290659504,3.1781557743957025
"230-06 88 AVENUE,11427,NYC",3889.0,42.80811698000597,2.568487018800358
"230-11 130 AVENUE,11413,NYC",5002.0,26.201133989853773,1.5720680393912263
"230-11 138 AVENUE,11413,NYC",3521.0,48.29901521933751,2.8979409131602507
"230-11 58 AVENUE,11364,NYC",4649.0,31.468218442256045,1.8880931065353626
"230-25 58 ROAD,11364,NYC",4573.0,32.60220829603104,1.9561324977618622
"230-32 53 AVENUE,11364,NYC",4238.0,37.60071620411818,2.2560429722470907
"230-36 88 AVENUE,11427,NYC",3964.0,41.68904804535959,2.5013428827215756
"230-38 147 AVENUE,11413,NYC",3972.0,41.56968069233065,2.4941808415398388
"230-40 148 AVENUE,11413,NYC",4145.0,38.988361683079674,2.3393017009847803
"230-47 88 AVENUE,11427,NYC",4243.0,37.52611160847508,2.2515666965085046
"230-48 148 AVENUE,11413,NYC",4162.0,38.73470605789316,2.3240823634735897
"2301 AVENUE T,11229,NYC",4021.0,40.83855565502835,2.450313339301701
"2302 60 STREET,11204,NYC",3198.0,53.11847209788123,3.187108325872874
"2302 85 STREET,11214,NYC",3753.0,44.837361981498056,2.690241718889883
"2302 ESPLANADE,10469,NYC",3558.0,47.74694121157863,2.864816472694718
"2305 BEAUMONT AVENUE,10458,NYC",3312.0,51.41748731721874,3.0850492390331246
"2305 WALLACE AVENUE,10467,NYC",4334.0,36.168307967770815,2.1700984780662487
"2305 WOODHULL AVENUE,10469,NYC",4248.0,37.45150701283199,2.2470904207699194
"2306 EAST 5 STREET,11223,NYC",4091.0,39.794091316025074,2.3876454789615043
"2306 LYON AVENUE,10462,NYC",3262.0,52.16353327364966,3.1298119964189794
"2308 DEAN STREET,11233,NYC",2503.0,63.488510892270966,3.809310653536258
"2308 NATIONAL DRIVE,11234,NYC",5554.0,17.96478663085645,1.077887197851387
"2309 CAMBRELENG AVENUE,10458,NYC",3324.0,51.23843628767532,3.074306177260519
"2309 EAST 65 STREET,11234,NYC",4921.0,27.40972843927186,1.6445837063563116
"2309 MILL AVENUE,11234,NYC",5101.0,24.723962996120562,1.4834377797672338
"231 10 AVENUE,10011,NYC",1845.0,73.30647567890182,4.398388540734109
"231 16 STREET,11215,NYC",2343.0,65.8758579528499,3.952551477170994
"231 AVENUE Z,11214,NYC",4180.0,38.46612951357804,2.3079677708146824
"231 EAST 14 STREET,10003,NYC",1329.0,81.00566994926888,4.860340196956132
"231 EAST 55 STREET,10022,NYC",887.0,87.60071620411817,5.25604297224709
"231 EAST 86 STREET,10028,NYC",1576.0,77.32020292450015,4.639212175470009
"231 ELDERT STREET,11207,NYC",2040.0,70.39689644882125,4.223813786929275
"231 HYLAN BOULEVARD,10305,NYC",4798.0,29.245001492091916,1.754700089525515
"231 MAC DONOUGH STREET,11233,NYC",2347.0,65.81617427633543,3.948970456580126
"231 MADISON STREET,11216,NYC",1534.0,77.94688152790212,4.676812891674127
"231 OTIS AVENUE,10306,NYC",5093.0,24.84333034914951,1.4905998209489706
"231 PRESIDENT STREET,11231,NYC",1871.0,72.91853178155775,4.375111906893465
"231 STANHOPE STREET,11237,NYC",1699.0,75.4849298716801,4.529095792300805
"231 SUMPTER STREET,11233,NYC",2555.0,62.71262309758281,3.762757385854968
"231 WEED AVENUE,10306,NYC",4855.0,28.39450910176066,1.7036705461056396
"231 WEST 230 STREET,10463,NYC",3568.0,47.59773202029245,2.855863921217547
"231 WINDSOR ROAD,10314,NYC",4366.0,35.69083855565502,2.141450313339301
"231-05 131 AVENUE,11413,NYC",4869.0,28.185616233960005,1.6911369740376003
"231-08 128 AVENUE,11413,NYC",5009.0,26.09668755595345,1.565801253357207
"231-11 147 AVENUE,11413,NYC",4054.0,40.34616532378394,2.4207699194270367
"231-20 145 AVENUE,11413,NYC",3728.0,45.21038495971352,2.7126230975828114
"2310 LACONIA AVENUE,10469,NYC",3562.0,47.68725753506416,2.8612354521038497
"2310 NATIONAL DRIVE,11234,NYC",5545.0,18.099074903014028,1.0859444941808416
"2310 OCEAN PARKWAY,11223,NYC",4198.0,38.1975529692629,2.291853178155774
"2311 CRESTON AVENUE,10468,NYC",3224.0,52.73052820053715,3.163831692032229
"2311 EAST 4 STREET,11223,NYC",4062.0,40.226797970755,2.4136078782453
"2311 EAST 63 STREET,11234,NYC",5038.0,25.66398090122351,1.5398388540734105
"2311 PACIFIC STREET,11233,NYC",2321.0,66.20411817367949,3.9722470904207694
"2313 PACIFIC STREET,11233,NYC",2316.0,66.2787227693226,3.976723366159356
"2315 81 STREET,11214,NYC",4342.0,36.048940614741866,2.162936436884512
"2315 AVENUE R,11229,NYC",3734.0,45.12085944494181,2.7072515666965082
"2315 CAMBRELENG AVENUE,10458,NYC",3308.0,51.47717099373321,3.0886302596239927
"2317 AVENUE T,11229,NYC",4048.0,40.43569083855566,2.4261414503133394
"2317 EAST 63 STREET,11234,NYC",5049.0,25.499850790808708,1.5299910474485223
"2317 MICKLE AVENUE,10469,NYC",4334.0,36.168307967770815,2.1700984780662487
"2318 NEWKIRK AVENUE,11226,NYC",3421.0,49.79110713219934,2.9874664279319605
"2319 BRUNER AVENUE,10469,NYC",4643.0,31.557743957027753,1.893464637421665
"232 55 STREET,11220,NYC",3034.0,55.56550283497464,3.333930170098478
"232 AUTUMN AVENUE,11208,NYC",2813.0,58.863025962399284,3.531781557743957
"232 BEACH 147 STREET,11694,NYC",5520.0,18.472097881229487,1.1083258728737693
"232 EAST 47 STREET,10017,NYC",1103.0,84.37779767233661,5.062667860340197
"232 EAST 6 STREET,10003,NYC",1485.0,78.67800656520441,4.720680393912264
"232 EAST 63 STREET,10065,NYC",1423.0,79.60310355117875,4.776186213070725
"232 EAST 68 STREET,10065,NYC",1282.0,81.70695314831394,4.902417188898837
"232 EAST 74 STREET,10021,NYC",1677.0,75.8131900925097,4.548791405550582
"232 FINGERBOARD ROAD,10305,NYC",4129.0,39.22709638913757,2.3536257833482543
"232 GETZ AVENUE,10312,NYC",5193.0,23.351238436287673,1.4010743061772604
"232 HAWTHORNE AVENUE,10314,NYC",5152.0,23.96299612056103,1.4377797672336619
"232 LAMBERTS LANE,10314,NYC",4609.0,32.065055207400775,1.9239033124440463
"232 MT HOPE PLACE,10457,NYC",2663.0,61.101163831692034,3.666069829901522
"232 PENN STREET,11211,NYC",1015.0,85.69083855565503,5.141450313339302
"232 PRESIDENT STREET,11231,NYC",1879.0,72.7991644285288,4.3679498657117275
"232 WEST 10 STREET,10014,NYC",1698.0,75.49985079080872,4.529991047448523
"232 WEST 132 STREET,10027,NYC",2326.0,66.12951357803641,3.9677708146821846
"232-02 133 AVENUE,11413,NYC",3629.0,46.68755595344673,2.8012533572068037
"232-03 67 AVENUE,11364,NYC",4676.0,31.065353625783345,1.8639212175470006
"232-05 87 AVENUE,11427,NYC",4096.0,39.71948672038198,2.3831692032229186
"232-08 MENTONE AVENUE,11413,NYC",3495.0,48.686959116681585,2.921217547000895
"232-19 HILLSIDE AVENUE,11427,NYC",3787.0,44.330050731125034,2.6598030438675018
"232-20 HILLSIDE AVENUE,11427,NYC",3783.0,44.389734407639516,2.663384064458371
"232-22 87 AVENUE,11427,NYC",4199.0,38.18263205013429,2.2909579230080572
"2320 EAST 73 STREET,11234,NYC",6164.0,8.863025962399291,0.5317815577439574
"2320 LODOVICK AVENUE,10469,NYC",4548.0,32.9752312742465,1.9785138764547898
"2320 VALENTINE AVENUE,10458,NYC",3295.0,51.671142942405254,3.100268576544315
"2321 AVENUE I,11210,NYC",3653.0,46.329453894359894,2.7797672336615937
"2321 BEAUMONT AVENUE,10458,NYC",3833.0,43.6436884512086,2.6186213070725155
"2321 BRUNER AVENUE,10469,NYC",4648.0,31.48313936138466,1.8889883616830794
"2322 BEDFORD AVENUE,11226,NYC",3285.0,51.820352133691436,3.109221128021486
"2322 FENTON AVENUE,10469,NYC",4145.0,38.988361683079674,2.3393017009847803
"2322 GRAND AVENUE,10468,NYC",3301.0,51.58161742763354,3.094897045658012
"2322 WILSON AVENUE,10469,NYC",3833.0,43.6436884512086,2.6186213070725155
"2323 PROSPECT AVENUE,10458,NYC",4078.0,39.988063264697104,2.3992837958818263
"2323 WEST STREET,11223,NYC",4029.0,40.719188301999395,2.4431512981199637
"2324 BURNETT STREET,11229,NYC",4718.0,30.438675022381375,1.8263205013428825
"2324 CAMBRELENG AVENUE,10458,NYC",3290.0,51.74574753804834,3.1047448522829004
"2324 EAST 71 STREET,11234,NYC",6055.0,10.489406147418677,0.6293643688451206
"2325 CAMBRELENG AVENUE,10458,NYC",3275.0,51.96956132497762,3.118173679498657
"2325 TIEMANN AVENUE,10469,NYC",4605.0,32.124738883915256,1.9274843330349154
"2326 TILDEN AVENUE,11226,NYC",3280.0,51.89495672933453,3.1136974037600718
"2327 TIEMANN AVENUE,10469,NYC",4613.0,32.00537153088631,1.9203222918531784
"2328 BRIGHAM STREET,11229,NYC",4765.0,29.73739182333631,1.7842435094001785
"2329 ARTHUR AVENUE,10458,NYC",3125.0,54.20769919427036,3.2524619516562217
"2329 CAMBRELENG AVENUE,10458,NYC",3264.0,52.13369143539242,3.1280214861235454
"232A PUTNAM AVENUE,11216,NYC",1636.0,76.42494777678306,4.5854968666069835
"233 34 STREET,11232,NYC",2630.0,61.593554162936435,3.6956132497761858
"233 9 STREET,11215,NYC",1915.0,72.26201133989854,4.335720680393912
"233 AVENUE WEST,11223,NYC",3867.0,43.136377200835575,2.588182632050134
"233 BAY RIDGE PARKWAY,11209,NYC",3242.0,52.46195165622202,3.1477170993733212
"233 COURT STREET,11201,NYC",1726.0,75.08206505520741,4.504923903312444
"233 CROWN AVENUE,10312,NYC",5433.0,19.770217845419282,1.1862130707251568
"233 DEAN STREET,11217,NYC",1673.0,75.87287376902417,4.55237242614145
"233 EAST 235 STREET,10470,NYC",3318.0,51.32796180244703,3.0796777081468214
"233 EAST 69 STREET,10021,NYC",1443.0,79.30468516860638,4.758281110116383
"233 EAST 86 STREET,10028,NYC",1573.0,77.364965681886,4.64189794091316
"233 GORDON STREET,10304,NYC",4952.0,26.94717994628469,1.6168307967770814
"233 HIGHLAND BOULEVARD,11207,NYC",2760.0,59.65383467621606,3.5792300805729633
"233 KEAP STREET,11211,NYC",1147.0,83.7212772306774,5.023276633840644
"233 KENT AVENUE,11249,NYC",1763.0,74.52999104744852,4.471799462846911
"233 LEE AVENUE,10307,NYC",6097.0,9.862727544016707,0.5917636526410024
"233 MIDLAND AVENUE,10306,NYC",4872.0,28.14085347657415,1.688451208594449
"233 OCEAN PARKWAY,11218,NYC",2773.0,59.459862727544014,3.567591763652641
"233 PACIFIC STREET,11201,NYC",1706.0,75.38048343777976,4.522829006266785
"233 PARK PLACE,11238,NYC",2240.0,67.41271262309758,4.044762757385854
"233 RICHMOND STREET,11208,NYC",2729.0,60.116383169203225,3.6069829901521935
"233 VAN BUREN STREET,11221,NYC",2065.0,70.02387347060579,4.2014324082363474
"233 VANDERBILT AVENUE,10304,NYC",4700.0,30.707251566696513,1.8424350940017906
"233 WEED AVENUE,10306,NYC",4858.0,28.34974634437482,1.7009847806624891
"233 WEST 21 STREET,10011,NYC",1415.0,79.7224709042077,4.783348254252462
"233 WEST 26 STREET,10001,NYC",1570.0,77.40972843927186,4.644583706356311
"233 WEST 99 STREET,10025,NYC",1953.0,71.69501641301105,4.301700984780663
"233-06 116 AVENUE,11411,NYC",4464.0,34.22858848105044,2.0537153088630262
"233-15 LINDEN BOULEVARD,11411,NYC",4210.0,38.018501939719485,2.281110116383169
"233-20 87 AVENUE,11427,NYC",4225.0,37.794688152790215,2.2676812891674127
"2330 VOORHIES AVENUE,11235,NYC",4065.0,40.18203521336914,2.4109221128021483
"2331 BEDFORD AVENUE,11226,NYC",3292.0,51.71590569979111,3.1029543419874663
"2331 OCEAN AVENUE,11229,NYC",3653.0,46.329453894359894,2.7797672336615937
"2331 UTICA AVENUE,11234,NYC",4389.0,35.347657415696816,2.120859444941809
"2332 WALTON AVENUE,10468,NYC",3096.0,54.6404058490003,3.278424350940018
"2333 BEAUMONT AVENUE,10458,NYC",3324.0,51.23843628767532,3.074306177260519
"2333 BOYNTON PLACE,11223,NYC",3909.0,42.5096985974336,2.5505819158460157
"2333 LODOVICK AVENUE,10469,NYC",4597.0,32.24410623694419,1.9346463742166513
"2333 LORING PLACE NORTH,10468,NYC",3447.0,49.40316323485526,2.9641897940913156
"2334 EAST 26 STREET,11229,NYC",4596.0,32.25902715607282,1.935541629364369
"2334 EAST 64 STREET,11234,NYC",5028.0,25.8131900925097,1.548791405550582
"2334 EAST 71 STREET,11234,NYC",6077.0,10.161145926589072,0.6096687555953443
"2334 QUIMBY AVENUE,10473,NYC",4206.0,38.07818561623396,2.2846911369740375
"2334 RICHMOND ROAD,10306,NYC",4957.0,26.872575350641597,1.6123545210384957
"2335 HERMANY AVENUE,10473,NYC",4331.0,36.21307072515667,2.1727842435094002
"2335 PLUMB 1 STREET,11229,NYC",4860.0,28.31990450611758,1.6991942703670548
"2335 WEST 12 STREET,11223,NYC",4270.0,37.123246792002384,2.227394807520143
"2336 MICKLE AVENUE,10469,NYC",4350.0,35.92957326171292,2.155774395702775
"2336 NEWBOLD AVENUE,10462,NYC",3361.0,50.686362279916445,3.0411817367949867
"2337 85 STREET,11214,NYC",3816.0,43.89734407639511,2.633840644583706
"2338 EAST 13 STREET,11229,NYC",3704.0,45.56848701880036,2.734109221128022
"2339 EAST 13 STREET,11229,NYC",3702.0,45.59832885705759,2.735899731423455
"2339 MICKLE AVENUE,10469,NYC",4362.0,35.7505222321695,2.14503133393017
"2339 POWELL AVENUE,10462,NYC",3541.0,48.00059683676514,2.8800358102059085
"234 BEACH 100 STREET,11694,NYC",4791.0,29.34944792599225,1.7609668755595351
"234 DECATUR STREET,11233,NYC",2486.0,63.74216651745748,3.8245299910474486
"234 EAST 14 STREET,10003,NYC",1320.0,81.13995822142644,4.8683974932855865
"234 EAST 23 STREET,10010,NYC",1263.0,81.99045061175768,4.919427036705461
"234 EAST 239 STREET,10470,NYC",4547.0,32.99015219337511,1.9794091316025064
"234 LAMBERTS LANE,10314,NYC",4607.0,32.094897045658016,1.9256938227394809
"234 SOUTH 3 STREET,11211,NYC",1761.0,74.55983288570576,4.473589973142345
"234 ST NICHOLAS AVENUE,11237,NYC",1739.0,74.88809310653536,4.493285586392122
"234 WEST 148 STREET,10039,NYC",2774.0,59.44494180841539,3.5666965085049234
"234 WEST 21 STREET,10011,NYC",1414.0,79.73739182333631,4.784243509400178
"234-07 SEWARD AVENUE,11427,NYC",3999.0,41.16681587585796,2.4700089525514772
"234-14 SEWARD AVENUE,11427,NYC",4025.0,40.77887197851388,2.4467323187108323
"2340 EAST 13 STREET,11229,NYC",3707.0,45.5237242614145,2.7314234556848698
"2340 MATTHEWS AVENUE,10467,NYC",3924.0,42.28588481050433,2.5371530886302596
"2341 BARNES AVENUE,10467,NYC",4014.0,40.94300208892868,2.4565801253357207
"2342 ATLANTIC AVENUE,11233,NYC",2190.0,68.1587585795285,4.08952551477171
"2342 EAST 21 STREET,11229,NYC",3875.0,43.01700984780662,2.581020590868397
"2342 RYER AVENUE,10458,NYC",3292.0,51.71590569979111,3.1029543419874663
"2343 EAST 18 STREET,11229,NYC",3721.0,45.314831393613844,2.7188898836168307
"2343 EAST 72 STREET,11234,NYC",6154.0,9.012235153685467,0.540734109221128
"2343 MATTHEWS AVENUE,10467,NYC",3934.0,42.136675619218146,2.5282005371530887
"2343 STILLWELL AVENUE,11223,NYC",3936.0,42.106833780960905,2.526410026857654
"2344 BOYNTON PLACE,11223,NYC",3931.0,42.181438376604,2.53088630259624
"2344 HOLLAND AVENUE,10467,NYC",4355.0,35.85496866606984,2.1512981199641903
"2345 BARNES AVENUE,10467,NYC",4024.0,40.7937928976425,2.44762757385855
"2345 BRAGG STREET,11229,NYC",4663.0,31.25932557445539,1.8755595344673233
"2346 BOYNTON PLACE,11223,NYC",3919.0,42.360489406147416,2.541629364368845
"2346 PLUMB 1 STREET,11229,NYC",4841.0,28.603401969561332,1.7162041181736798
"2346 POWELL AVENUE,10462,NYC",3522.0,48.28409430020889,2.897045658012533
"2347 TIEMANN AVENUE,10469,NYC",4646.0,31.5129811996419,1.890778871978514
"2348 BOYNTON PLACE,11223,NYC",3910.0,42.494777678304985,2.549686660698299
"2348 EAST 21 STREET,11229,NYC",3865.0,43.16621903909281,2.5899731423455683
"2348 PROSPECT AVENUE,10458,NYC",4548.0,32.9752312742465,1.9785138764547898
"2349 DEAN STREET,11233,NYC",2406.0,64.93584004774695,3.896150402864817
"234A STEUBEN STREET,10304,NYC",4721.0,30.39391226499552,1.8236347358997311
"235 55 STREET,11220,NYC",3022.0,55.74455386451805,3.344673231871083
"235 79 STREET,11209,NYC",3253.0,52.297821545807224,3.1378692927484333
"235 87 STREET,11209,NYC",3271.0,52.02924500149209,3.1217547000895256
"235 BEACH 139 STREET,11694,NYC",5757.0,14.935840047746936,0.8961504028648162
"235 BERKELEY PLACE,11217,NYC",2565.0,62.56341390629663,3.7538048343777977
"235 BRIGHTON STREET,10307,NYC",5899.0,12.817069531483142,0.7690241718889885
"235 CHARLES AVENUE,10302,NYC",5226.0,22.85884810504328,1.3715308863025968
"235 COLLEGE AVENUE,10314,NYC",5066.0,25.246195165622197,1.5147717099373317
"235 COVERT STREET,11207,NYC",2006.0,70.90420769919427,4.254252461951657
"235 DITMARS STREET,10464,NYC",4928.0,27.305282005371538,1.6383169203222923
"235 DIXON AVENUE,10303,NYC",5193.0,23.351238436287673,1.4010743061772604
"235 DOVER GREEN,10312,NYC",4375.0,35.55655028349747,2.133393017009848
"235 EAST 175 STREET,10457,NYC",2750.0,59.80304386750224,3.588182632050134
"235 EAST 40 STREET,10016,NYC",978.0,86.24291256341391,5.174574753804834
"235 EAST 48 STREET,10017,NYC",1060.0,85.01939719486721,5.101163831692032
"235 EAST 49 STREET,10017,NYC",1017.0,85.6609967173978,5.139659803043868
"235 EAST 54 STREET,10022,NYC",857.0,88.04834377797673,5.282900626678603
"235 EAST 57 STREET,10022,NYC",1034.0,85.40734109221128,5.124440465532677
"235 EAST 87 STREET,10128,NYC",1611.0,76.7979707549985,4.60787824529991
"235 HIMROD STREET,11237,NYC",1752.0,74.69412115786332,4.481647269471799
"235 LINCOLN PLACE,11217,NYC",2504.0,63.473589973142346,3.8084153983885405
"235 LONGSTREET AVENUE,10465,NYC",6074.0,10.205908683974926,0.6123545210384955
"235 VERNON AVENUE,11206,NYC",1356.0,80.60280513279618,4.83616830796777
"235 WEST 70 STREET,10023,NYC",1631.0,76.49955237242614,4.589973142345568
"235 WEST 71 STREET,10023,NYC",1515.0,78.23037899134587,4.693822739480752
"235 WEST 75 STREET,10023,NYC",1643.0,76.32050134288272,4.579230080572963
"235 WEST END AVENUE,10023,NYC",1683.0,75.72366457773799,4.54341987466428
"235-09 148 AVENUE,11422,NYC",4185.0,38.39152491793495,2.303491495076097
"235-15 147 ROAD,11422,NYC",4081.0,39.94330050731125,2.3965980304386747
"235-18 147 ROAD,11422,NYC",4071.0,40.09250969859743,2.405550581915846
"235-27 148 AVENUE,11422,NYC",4148.0,38.94359892569382,2.336615935541629
"235-37 147 DRIVE,11422,NYC",4122.0,39.3315428230379,2.359892569382274
"2350 EAST 28 STREET,11229,NYC",4444.0,34.5270068636228,2.071620411817368
"2350 PACIFIC STREET,11233,NYC",2222.0,67.68128916741271,4.060877350044763
"2350 QUIMBY AVENUE,10473,NYC",4167.0,38.660101462250076,2.3196060877350044
"2351 EAST 18 STREET,11229,NYC",3733.0,45.13578036407042,2.7081468218442253
"2351 EAST 27 STREET,11229,NYC",4502.0,33.661593554162934,2.019695613249776
"2351 KINGSLAND AVENUE,10469,NYC",4713.0,30.51327961802447,1.8307967770814682
"2352 ARTHUR AVENUE,10458,NYC",3094.0,54.670247687257536,3.2802148612354523
"2352 WATERBURY AVENUE,10462,NYC",3267.0,52.08892867800656,3.1253357206803933
"2353 BOYNTON PLACE,11223,NYC",3864.0,43.18113995822143,2.590868397493286
"2353 EAST 13 STREET,11229,NYC",3728.0,45.21038495971352,2.7126230975828114
"2353 EAST 70 STREET,11234,NYC",6113.0,9.623992837958824,0.5774395702775293
"2354 82 STREET,11214,NYC",4335.0,36.153387048642195,2.1692032229185316
"2354 CONEY ISLAND AVENUE,11223,NYC",3833.0,43.6436884512086,2.6186213070725155
"2354 GLEBE AVENUE,10462,NYC",3303.0,51.551775589376305,3.0931065353625784
"2355 KNAPP STREET,11229,NYC",4792.0,29.334527006863624,1.7600716204118174
"2356 EAST 22 STREET,11229,NYC",3980.0,41.4503133393017,2.487018800358102
"2356 EAST 26 STREET,11229,NYC",4555.0,32.87078484034616,1.9722470904207696
"2357 EAST 15 STREET,11229,NYC",3633.0,46.62787227693226,2.7976723366159355
"2357 VALENTINE AVENUE,10458,NYC",3009.0,55.93852581319009,3.3563115487914055
"2357 WASHINGTON AVENUE,10458,NYC",2855.0,58.236347358997314,3.4941808415398388
"2359 EAST 15 STREET,11229,NYC",3638.0,46.55326768128917,2.7931960608773503
"2359 SOUTHERN BOULEVARD,10460,NYC",4474.0,34.07937928976425,2.044762757385855
"235A MADISON STREET,11216,NYC",1547.0,77.75290957923008,4.665174574753805
"236 95 STREET,11209,NYC",3383.0,50.35810205908684,3.0214861235452104
"236 ALBANY AVENUE,11213,NYC",2674.0,60.93703372127723,3.6562220232766336
"236 BAY 35 STREET,11214,NYC",4295.0,36.75022381378693,2.2050134288272156
"236 BETTS AVENUE,10473,NYC",4925.0,27.350044762757392,1.6410026857654434
"236 EAST 49 STREET,10017,NYC",1015.0,85.69083855565503,5.141450313339302
"236 EAST 78 STREET,10075,NYC",1534.0,77.94688152790212,4.676812891674127
"236 HART BOULEVARD,10301,NYC",5508.0,18.651148910772903,1.1190689346463742
"236 HAWTHORNE STREET,11225,NYC",2779.0,59.370337212772306,3.562220232766338
"236 LAMBERTS LANE,10314,NYC",4604.0,32.13965980304387,1.928379588182632
"236 LEXINGTON AVENUE,11216,NYC",1308.0,81.31900925096986,4.879140555058191
"236 NICHOLS AVENUE,11208,NYC",2909.0,57.43061772605193,3.4458370635631157
"236 RUTLAND ROAD,11225,NYC",2706.0,60.45956430916144,3.6275738585496864
"236 SOUTH 1 STREET,11211,NYC",1178.0,83.25872873769023,4.995523724261414
"236 WEST 10 STREET,10014,NYC",1679.0,75.78334825425246,4.547000895255147
"236 WEST 24 STREET,10011,NYC",1383.0,80.19994031632348,4.811996418979408
"236 WIMAN AVENUE,10308,NYC",5338.0,21.18770516263801,1.2712623097582807
"236-02 148 DRIVE,11422,NYC",4211.0,38.00358102059087,2.2802148612354523
"236-11 119 AVENUE,11411,NYC",4580.0,32.4977618621307,1.949865711727842
"236-14 119 AVENUE,11411,NYC",4597.0,32.24410623694419,1.9346463742166513
"236-15 119 AVENUE,11411,NYC",4590.0,32.348552670844526,1.9409131602506715
"2360 AMSTERDAM AVENUE,10033,NYC",2799.0,59.07191883019994,3.5443151298119964
"2360 EAST 1 STREET,11223,NYC",4021.0,40.83855565502835,2.450313339301701
"2361 63 STREET,11204,NYC",3280.0,51.89495672933453,3.1136974037600718
